1, 128, 0, 0
32, 0.061500, 0.061178
35, 0.056640, 0.062762
38, 0.036138, 0.033595
41, 0.033150, 0.044213
44, 0.035938, 0.038813
47, 0.038595, 0.037768
50, 0.037627, 0.037800
53, 0.037697, 0.037687
56, 0.037748, 0.037800
59, 0.039123, 0.040028
62, 0.049990, 0.040715
65, 0.043327, 0.042963
68, 0.039838, 0.041580
71, 0.040495, 0.044645
74, 0.040742, 0.046067
77, 0.040688, 0.047910
80, 0.038610, 0.045938
83, 0.040732, 0.049793
86, 0.040677, 0.050408
89, 0.040715, 0.052728
92, 0.049163, 0.050693
95, 0.040273, 0.037190
98, 0.037728, 0.037623
101, 0.037487, 0.037490
104, 0.038075, 0.037420
107, 0.038763, 0.037497
110, 0.037507, 0.037398
113, 0.037387, 0.037635
116, 0.038302, 0.037520
119, 0.038638, 0.037000
122, 0.037713, 0.046097
125, 0.040357, 0.036442
128, 0.038575, 0.036725
131, 0.037398, 0.053592
134, 0.033313, 0.054442
137, 0.051757, 0.056797
140, 0.052982, 0.054347
143, 0.054003, 0.058038
146, 0.051802, 0.058333
149, 0.053040, 0.092415
152, 0.036795, 0.057258
155, 0.036322, 0.061470
158, 0.036520, 0.061667
161, 0.037462, 0.035977
164, 0.041428, 0.036297
167, 0.037762, 0.036233
170, 0.037872, 0.036240
173, 0.037822, 0.043613
176, 0.039398, 0.036142
179, 0.037848, 0.037200
182, 0.038155, 0.049187
185, 0.037717, 0.039857
188, 0.037927, 0.037438
191, 0.037783, 0.038953
194, 0.037273, 0.039095
197, 0.037437, 0.057590
200, 0.041435, 0.051508
203, 0.053253, 0.082115
206, 0.037292, 0.053390
209, 0.037443, 0.054978
212, 0.039750, 0.052053
215, 0.046187, 0.055768
218, 0.037143, 0.055813
221, 0.037122, 0.058010
224, 0.037633, 0.055070
227, 0.037202, 0.055702
230, 0.031988, 0.050978
233, 0.055130, 0.053067
236, 0.052398, 0.051460
239, 0.053338, 0.053780
242, 0.059933, 0.054492
245, 0.063202, 0.143135
248, 0.038135, 0.052425
251, 0.037963, 0.055977
254, 0.044428, 0.075208
257, 0.054445, 0.077890
260, 0.053443, 0.073887
263, 0.053427, 0.105177
266, 0.055267, 0.126125
269, 0.038007, 0.080392
272, 0.042578, 0.078018
275, 0.038407, 0.077227
278, 0.036857, 0.069068
281, 0.038918, 0.071378
284, 0.036910, 0.068357
287, 0.036972, 0.072618
290, 0.036697, 0.072222
293, 0.036803, 0.073785
296, 0.037053, 0.070798
299, 0.036975, 0.074952
302, 0.037103, 0.056722
305, 0.034355, 0.051160
308, 0.038185, 0.048172
311, 0.039200, 0.049532
314, 0.038147, 0.049430
317, 0.037777, 0.050552
320, 0.037998, 0.050482
323, 0.038430, 0.051235
326, 0.038113, 0.050990
329, 0.038332, 0.054393
332, 0.042517, 0.050442
335, 0.038228, 0.055370
338, 0.038387, 0.055902
341, 0.038362, 0.057200
344, 0.038170, 0.055453
347, 0.038313, 0.057785
350, 0.038295, 0.057403
353, 0.038470, 0.058837
356, 0.036612, 0.058417
359, 0.041867, 0.059533
362, 0.038368, 0.059398
365, 0.038600, 0.061520
368, 0.043368, 0.062240
371, 0.053485, 0.063513
374, 0.053133, 0.063480
377, 0.053675, 0.064698
380, 0.078270, 0.062377
383, 0.046150, 0.065423
386, 0.044503, 0.065833
389, 0.042495, 0.066108
392, 0.050257, 0.062742
395, 0.053807, 0.096012
398, 0.064917, 0.064643
401, 0.067448, 0.088330
404, 0.046643, 0.065390
407, 0.046693, 0.066522
410, 0.046510, 0.066565
413, 0.046243, 0.067907
416, 0.045835, 0.063935
419, 0.048977, 0.064595
422, 0.046515, 0.066083
425, 0.046647, 0.065450
428, 0.047475, 0.074542
431, 0.046465, 0.066368
434, 0.046990, 0.066220
437, 0.047735, 0.067500
440, 0.046725, 0.064372
443, 0.046728, 0.064270
446, 0.046998, 0.063943
449, 0.046353, 0.065162
452, 0.046462, 0.065033
455, 0.048498, 0.065972
458, 0.047137, 0.067710
461, 0.046470, 0.066895
464, 0.048040, 0.067297
467, 0.050265, 0.063828
470, 0.067995, 0.067713
473, 0.067538, 0.065942
476, 0.082373, 0.063158
479, 0.046400, 0.065507
482, 0.046755, 0.065682
485, 0.046883, 0.066722
488, 0.046733, 0.073783
491, 0.047517, 0.066932
494, 0.046992, 0.066628
497, 0.048182, 0.068310
500, 0.047088, 0.068193
503, 0.047118, 0.068250
506, 0.051117, 0.068502
509, 0.047335, 0.069940
512, 0.047117, 0.048330
515, 0.047467, 0.047628
518, 0.047277, 0.047740
521, 0.057910, 0.047898
524, 0.047173, 0.047538
527, 0.051260, 0.042187
530, 0.040992, 0.055105
533, 0.046712, 0.047142
536, 0.052695, 0.047072
539, 0.046672, 0.046428
542, 0.046655, 0.046360
545, 0.046550, 0.048022
548, 0.047122, 0.049078
551, 0.057892, 0.046160
554, 0.046402, 0.046272
557, 0.052125, 0.043053
560, 0.072453, 0.105153
563, 0.051037, 0.053888
566, 0.049713, 0.050353
569, 0.048933, 0.048690
572, 0.048810, 0.048683
575, 0.048823, 0.051643
578, 0.048835, 0.048678
581, 0.049018, 0.060397
584, 0.051770, 0.045188
587, 0.072362, 0.072598
590, 0.069975, 0.090553
593, 0.048872, 0.052077
596, 0.048445, 0.047922
599, 0.048725, 0.048028
602, 0.048833, 0.049318
605, 0.048508, 0.049080
608, 0.048675, 0.048252
611, 0.050627, 0.065907
614, 0.049315, 0.048068
617, 0.051302, 0.048215
620, 0.049345, 0.048082
623, 0.048563, 0.052812
626, 0.051465, 0.048647
629, 0.048817, 0.051340
632, 0.048955, 0.048365
635, 0.048500, 0.049200
638, 0.048330, 0.049032
641, 0.049180, 0.061020
644, 0.049847, 0.050145
647, 0.059253, 0.049653
